...1,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94
189010,611450701741107,August,DC,290.595,1269.23,60,44,1,NA,49,2,7,0,0,"Foreign Born, Not a US Citizen",5,National security and international affairs (928),2840,Government - Federal,Yes,NA,Employed-At Work
189012,611905012707778,August,DC,396.7705,846.15,40,39,2,NA,47,2,5,1,3,"Native, Born In US",5,"Other schools, instruction, and educational services (6116, 6117)",430,"Private, For Profit",Yes,NA,Employed-At Work
189014,611905012909778,August,DC,337.4378,653,40,43,2,NA,44,2,3,0,0,"Native, Born In US",5,"Clothing and accessories, except shoe, stores (448 exc. 44821, 4483)",4760,"Private, For Profit",No,No,Employed-At Work
189015,621014401570103,August,DC,289.5217,1153.84,50,43,1,NA,33,1,7,0,0,"Native, Born In US",5,"Business, professional, political, and similar organizations (8139 exc. 81393)",420,"Private, Nonprofit",No,No,Employed-At Work
189017,621014401570103,August,DC,291.5468,1923.07,70,44,1,NA,59,2,1,0,0,"Native, Born In US",5,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",10,"Private, For Profit",No,No,Employed-At Work
189018,651010003710455,August,DC,337.1369,1538.46,55,43,4,NA,42,1,1,3,8,"Native, Born Abroad Of US Parent(s)",5,Restaurants and other food services (722 exc. 7224),20,"Private, For Profit",No,No,Employed-Absent
189021,661026401170104,August,DC,410.5522,262.5,40,39,2,NA,22,2,7,0,0,"Foreign Born, Not a US Citizen",5,Restaurants and other food services (722 exc. 7224),4720,"Private, For Profit",Yes,NA,Employed-At Work
189022,661026401170104,August,DC,273.4806,1096.15,40,44,1,NA,41,2,7,0,0,"Native, Born In US",5,"Museums, art galleries, historical sites, and similar institutions (712)",2400,Government - Federal,No,No,Employed-At Work
189023,661029420179104,August,DC,339.1691,2307.69,40,43,1,NA,57,2,7,0,0,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",810,"Private, For Profit",No,No,Employed-At Work
189026,671614002410016,August,DC,390.4055,865.38,40,40,2,NA,57,1,1,0,0,"Native, Born In US",5,** Construction (23),6515,"Private, For Profit",No,No,Employed-At Work
189027,671614002410016,August,DC,295.5581,769.23,40,41,2,NA,56,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,****Department stores and discount stores (s45211),4700,"Private, For Profit",No,No,Employed-At Work
189029,671614002410016,August,DC,295.5581,1057.69,40,38,2,NA,61,2,1,1,4,"Foreign Born, Not a US Citizen",5,Hospitals (622),4720,"Private, Nonprofit",Yes,NA,Employed-At Work
189031,671614002410016,August,DC,497.376,865.38,40,40,2,NA,26,1,7,0,0,"Foreign Born, Not a US Citizen",5,"Management, scientific, and technical consulting services (5416)",1107,"Private, For Profit",No,No,Employed-At Work
189033,702700961995181,August,DC,383.8245,1923,50,44,1,NA,29,1,7,0,0,"Native, Born Abroad Of US Parent(s)",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work
189034,702700961995181,August,DC,477.6132,550,55,43,2,NA,24,2,7,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",5220,Government - Federal,No,No,Employed-At Work
189035,702700961995181,August,DC,383.8245,769,40,43,1,NA,26,1,7,0,0,"Native, Born In US",5,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",5350,Government - Federal,Yes,NA,Employed-At Work
189036,702700961995181,August,DC,385.6263,903,40,44,1,NA,29,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2430,Government - Local,No,No,Employed-At Work
189037,702900961285181,August,DC,345.3006,2884.61,40,43,2,NA,52,1,5,0,0,"Native, Born In US",5,Computer systems design and related services (5415),1107,"Private, For Profit",No,No,Employed-At Work
189040,703109287110805,August,DC,252.7939,961.53,40,44,1,NA,30,2,7,0,0,"Native, Born Abroad Of US Parent(s)",5,"Colleges and universities, including junior colleges (6112, 6113)",230,"Private, Nonprofit",No,No,Employed-At Work
189042,703109289110005,August,DC,295.5581,769,40,45,2,NA,59,2,1,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Federal,No,No,Employed-At Work
189045,703119280110205,August,DC,255.9526,1091,40,40,1,NA,45,1,7,0,0,"Native, Born In US",5,Real estate (531),5240,"Private, For Profit",No,No,Employed-At Work
189046,705103594110279,August,DC,291.5468,2884.61,40,44,1,NA,57,2,7,0,0,"Native, Born In US",5,"Business, professional, political, and similar organizations (8139 exc. 81393)",420,"Private, Nonprofit",No,No,Employed-Absent
189047,705103594110279,August,DC,320.1881,692,45,44,16,NA,37,2,1,0,0,"Native, Born In US",5,Insurance carriers and related activities (524),4710,"Private, For Profit",No,No,Employed-At Work
189048,705103594110279,August,DC,289.5217,2884,50,44,1,NA,34,1,1,0,0,"Foreign Born, Not a US Citizen",5,National security and international affairs (928),950,Government - Federal,No,No,Employed-At Work
189049,705103599110879,August,DC,305.3165,2884.61,45,44,4,NA,36,1,5,0,0,"Foreign Born, Not a US Citizen",5,"Management, scientific, and technical consulting services (5416)",1220,"Private, For Profit",No,No,Employed-At Work
189050,710100961015181,August,DC,280.3371,1923,40,44,1,NA,38,2,7,0,0,"Native, Born In US",5,"Administration of economic programs and space research (926, 927)",1107,Government - Federal,No,No,Employed-At Work
189051,710100961015181,August,DC,331.6422,544,40,39,2,NA,28,2,6,2,3,"Native, Born In US",5,Home health care services (6216),3600,"Private, For Profit",No,No,Employed-At Work
189055,711547002809495,August,DC,385.6263,538,40,43,1,NA,28,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),5000,"Private, Nonprofit",No,No,Employed-At Work
189057,711604120504104,August,DC,252.7939,1026.5,40,43,1,NA,30,2,7,0,0,"Native, Born In US",5,Travel arrangements and reservation services (5615),20,"Private, For Profit",No,No,Employed-At Work
189062,725021055129470,August,DC,314.4285,865.38,40,44,1,NA,56,1,7,0,0,"Native, Born Abroad Of US Parent(s)",5,"Architectural, engineering, and related services (5413)",120,"Private, For Profit",No,No,Employed-At Work
189063,725173597100979,August,DC,326.1284,360,30,44,1,NA,37,2,1,0,0,"Native, Born In US",5,Office supplies and stationery stores (45321),4700,"Private, For Profit",No,No,Employed-At Work
189064,725173597100979,August,DC,411.7626,1153.84,40,43,2,NA,40,1,1,0,0,"Native, Born In US",5,Motion pictures and video industries (5121),2710,"Private, For Profit",No,No,Employed-At Work
189065,740071547128550,August,DC,300.8623,785.71,40,31,1,5,59,1,5,0,0,"Foreign Born, Not a US Citizen",5,** Construction (23),6220,"Private, For Profit",No,No,Employed-At Work
189066,753051847129060,August,DC,350.086,1100,38,46,1,NA,52,2,7,0,0,"Foreign Born, US Cit By Naturalization",5,Scientific research and development services (5417),110,"Private, For Profit",No,No,Employed-At Work
189067,775041647128710,August,DC,383.8245,2884.61,45,43,1,NA,26,1,1,0,0,"Native, Born In US",5,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",420,"Private, Nonprofit",No,No,Employed-At Work
189068,775041647128710,August,DC,385.6263,1153.84,50,43,1,NA,29,2,1,0,0,"Native, Born In US",5,"**Publishing, except newspapers and software (5111 exc. 51111)",725,"Private, For Profit",No,No,Employed-At Work
189069,830315071112938,August,DC,350.086,400,20,40,1,NA,52,2,1,1,4,"Native, Born In US",5,Business support services (5614),3510,"Private, For Profit",No,No,Employed-At Work
189070,830315071112938,August,DC,314.4285,2884.61,50,44,1,NA,56,1,1,1,4,"Native, Born In US",5,"Non-depository credit and related activities (5222, 5223)",565,Government - Federal,No,No,Employed-At Work
189071,830815091112939,August,DC,413.8165,1000,50,44,1,8,28,1,7,0,0,"Native, Born In US",5,"Architectural, engineering, and related services (5413)",1300,"Private, For Profit",No,No,Employed-At Work
189075,851405501470107,August,DC,390.4055,1673.07,40,43,2,NA,58,1,7,0,0,"Native, Born In US",5,Insurance carriers and related activities (524),850,"Private, For Profit",No,No,Employed-At Work
189078,912071604129460,August,DC,294.0862,1826.92,40,44,1,NA,33,2,1,2,5,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work
189079,912071604129460,August,DC,355.188,2788.46,40,43,4,NA,38,1,1,2,5,"Foreign Born, US Cit By Naturalization",5,"Architectural, engineering, and related services (5413)",2825,"Private, For Profit",No,No,Employed-At Work
189080,921418017010531,August,DC,353.9475,769.23,40,39,2,NA,43,1,7,2,3,"Native, Born In US",5,Waste management and remediation services (562),9720,Government - Local,No,Yes,Employed-At Work
189081,931031891129580,August,DC,383.8245,2884.61,55,45,1,NA,28,1,7,0,0,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
189085,951071803128420,August,DC,336.8133,1442.3,65,44,1,NA,33,1,7,0,0,"Native, Born In US",5,"Other professional, scientific, and technical services (5419 exc. 54194)",430,"Private, For Profit",No,No,Employed-At Work
189086,960318091512079,August,DC,385.6263,1326.92,55,43,1,NA,26,2,7,0,0,"Native, Born In US",5,National security and international affairs (928),2860,Government - Federal,No,No,Employed-At Work
189087,961418001510077,August,DC,273.4806,2615.38,55,44,1,NA,43,2,7,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",2825,Government - Local,No,No,Employed-At Work
189088,971061305129890,August,DC,384.6022,2211.53,50,44,4,NA,38,2,7,0,0,"Native, Born In US",5,National security and international affairs (928),1020,Government - Federal,No,No,Employed-At Work
189090,1426001110033,August,FL,3511.9879,1442.3,50,43,1,NA,57,2,7,0,0,"Native, Born In US",5,Insurance carriers and related activities (524),710,"Private, For Profit",No,No,Employed-At Work
189094,2907161995892,August,FL,3921.6663,357.2,38,37,1,NA,55,1,5,0,0,"Native, Born In US",5,Real estate (531),4220,"Private, For Profit",No,No,Employed-At Work
189097,10006691815772,August,FL,3130.5815,760,40,40,1,NA,34,2,3,0,0,"Native, Born In US",5,Beverage manufacturing (3121),7410,"Private, For Profit",Yes,NA,Employed-At Work
189098,10210032395329,August,FL,3355.8276,1153.84,45,40,1,NA,53,1,1,0,0,"Native, Born In US",5,** Construction (23),4840,"Private, For Profit",No,No,Employed-At Work
189099,10210032395329,August,FL,3055.4179,500,37,39,4,NA,48,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,Private households (814),4600,"Private, For Profit",No,No,Employed-At Work
189101,10210112490284,August,FL,3714.8384,2057.69,42,43,1,NA,53,2,7,0,0,"Native, Born In US",5,Hospitals (622),3255,"Private, Nonprofit",No,No,Employed-At Work
189102,10210127252057,August,FL,3473.2549,1682,60,44,1,NA,46,1,1,2,4,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",10,"Private, For Profit",No,No,Employed-At Work
189103,10210127252057,August,FL,3349.3325,525.2,40,40,1,NA,42,2,1,2,4,"Native, Born In US",5,Offices of dentists (6212),3310,"Private, For Profit",No,No,Employed-At Work
189105,10210153453403,August,FL,3433.7166,1672.14,50,43,1,NA,39,1,1,1,3,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",3850,Government - Local,No,No,Employed-At Work
189106,10210153453403,August,FL,3539.6436,1923,40,43,1,NA,46,2,1,1,3,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work
189109,10210283979263,August,FL,2919.5442,200,20,39,2,NA,48,1,7,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),310,"Private, For Profit",No,No,Employed-At Work
189111,11211220012200,August,FL,3630.9252,28,15,39,1,NA,35,1,1,0,0,"Native, Born In US",5,** Construction (23),6440,"Private, For Profit",No,No,Employed-At Work
189112,13291220985699,August,FL,3705.3617,1423.07,40,39,1,NA,59,2,5,0,0,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",120,"Private, For Profit",No,No,Employed-At Work
189115,21942110108402,August,FL,3559.3049,1538,50,40,1,NA,45,1,5,1,4,"Native, Born In US",5,Other motor vehicle dealers (4412),7260,"Private, For Profit",No,No,Employed-At Work
189117,29198759200918,August,FL,5604.4682,519.23,40,40,2,NA,31,1,7,0,0,"Native, Born In US",5,Internet publishing and broadcasting and web search portals (51913),5330,"Private, For Profit",No,No,Employed-At Work
189122,48961220011006,August,FL,3792.0835,880,40,42,1,NA,34,1,1,0,0,"Native, Born In US",5,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",2630,Government - Local,No,Yes,Employed-At Work
189125,55791220988391,August,FL,3219.4566,807,40,40,2,NA,52,2,1,0,0,"Native, Born In US",5,Automobile dealers (4411),9610,"Private, For Profit",Yes,NA,Employed-At Work
189130,65042673100671,August,FL,3758.5443,1596,40,39,1,NA,57,1,7,0,0,"Native, Born In US",5,"Structural metals, and tank and shipping container manufacturing (3323, 3324)",6520,"Private, For Profit",No,No,Employed-At Work
189131,65042673100671,August,FL,3714.8384,692,40,39,1,NA,54,2,7,0,0,"Native, Born In US",5,Used merchandise stores (4533),4720,"Private, Nonprofit",No,No,Employed-At Work
189133,70901220981590,August,FL,3543.1437,2884.61,50,43,1,NA,38,1,1,2,8,"Native, Born In US",5,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",1006,"Private, For Profit",No,No,Employed-At Work
189135,89062697100501,August,FL,3634.3515,1923,50,43,1,NA,32,1,1,2,5,"Native, Born In US",5,** Construction (23),10,"Private, For Profit",No,No,Employed-At Work
189137,96082116120400,August,FL,3921.6663,2884,40,43,1,NA,56,1,1,1,4,"Native, Born In US",5,"Electric power generation, transmission and distribution (Pt. 2211)",120,"Private, For Profit",No,No,Employed-At Work
189141,102300419080260,August,FL,4009.6253,769,40,44,4,NA,41,2,1,1,2,"Foreign Born, Not a US Citizen",5,National security and international affairs (928),20,Government - State,No,No,Employed-At Work
189142,104070512052254,August,FL,3789.1517,350,20,44,4,NA,32,1,7,0,0,"Foreign Born, Not a US Citizen",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,NA,Employed-At Work
189143,104109021210824,August,FL,3577.5596,300,30,39,2,NA,43,2,7,3,6,"Foreign Born, US Cit By Naturalization",5,Gasoline stations (447),4720,"Private, For Profit",No,No,Employed-At Work
189144,104109021210824,August,FL,3415.7756,184,23,39,2,NA,19,1,7,0,0,"Native, Born In US",5,Specialty food stores (4452),7810,"Private, For Profit",No,No,Employed-At Work
189145,104370417030240,August,FL,4405.9912,504,40,42,1,3,27,1,1,1,1,"Native, Born In US",5,Grocery stores (4451),7810,"Private, For Profit",No,No,Employed-At Work
189146,104370417030240,August,FL,3414.3661,540,40,40,1,7,30,2,1,1,1,"Foreign Born, US Cit By Naturalization",5,"Banking and related activities (521, 52211,52219)",5850,"Private, For Profit",No,No,Employed-At Work
189148,105340317026210,August,FL,3677.0366,400,40,40,2,NA,34,2,5,3,10,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",5700,"Private, For Profit",No,No,Employed-At Work
189149,107062709050262,August,FL,3821.9787,700,40,40,1,7,52,1,1,0,0,"Foreign Born, US Cit By Naturalization",5,Automotive repair and maintenance (8111 exc. 811192),8810,"Private, For Profit",No,No,Employed-At Work
189151,107150212007225,August,FL,3511.9879,910,50,43,1,NA,57,2,1,0,0,"Native, Born In US",5,Employment services (5613),3600,"Private, For Profit",No,No,Employed-At Work
189152,107150212007225,August,FL,3667.6774,1333,45,44,1,NA,56,1,1,0,0,"Native, Born In US",5,"Architectural, engineering, and related services (5413)",1360,"Private, For Profit",No,No,Employed-At Work
189153,121909002907693,August,FL,4091.9177,288.46,25,40,1,NA,63,2,1,0,0,"Native, Born In US",5,Offices of physicians (6211),3645,"Private, For Profit",No,No,Employed-At Work
189154,121909002907693,August,FL,4357.1365,576.92,50,41,4,NA,42,1,1,0,0,"Native, Born In US",5,"** Professional and commercial equipment and supplies, merchant wholesalers (*4234)",4850,"Private, For Profit",No,No,Employed-At Work
189155,129198839200758,August,FL,3791.3621,625.6,40,40,2,NA,56,2,5,0,0,"Native, Born In US",5,"Non-depository credit and related activities (5222, 5223)",5240,"Private, For Profit",No,No,Employed-At Work
189157,131691020020920,August,FL,3539.6436,1281,50,43,1,NA,46,2,6,2,4,"Native, Born In US",5,"Aerospace products and parts manufacturing (336414, 336415, 336419)",136,"Private, For Profit",No,No,Employed-At Work
189159,133531020061208,August,FL,3731.2558,1846.15,40,41,1,NA,62,1,1,0,0,"Native, Born In US",5,"Architectural, engineering, and related services (5413)",1007,"Private, For Profit",No,No,Employed-Absent
189161,134371020042714,August,FL,3433.7166,2500,50,43,1,NA,37,1,1,2,5,"Native, Born In US",5,Rail transportation (482),9260,"Private, For Profit",No,No,Employed-At Work
189162,134371020042714,August,FL,3130.5815,1852.5,40,45,1,NA,30,2,1,2,5,"Native, Born In US",5,Insurance carriers and related activities (524),2100,"Private, For Profit",No,No,Employed-At Work
189165,156871020069009,August,FL,3518.365,865,40,40,1,NA,35,2,1,1,4,"Native, Born In US",5,Offices of physicians (6211),5000,"Private, For Profit",No,No,Employed-At Work
189167,192922009089289,August,FL,3230.3481,400,55,43,1,NA,32,2,7,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4040,"Private, For Profit",No,No,Employed-At Work
189168,192922009089289,August,FL,4216.8956,600,40,40,1,NA,26,1,7,0,0,"Native, Born In US",5,"Non-depository credit and related activities (5222, 5223)",5120,"Private, For Profit",No,No,Employed-At Work
189169,193982108059287,August,FL,4375.0569,1169.7,70,40,2,NA,46,2,7,0,0,"Native, Born In US",5,"Residential care facilities, without nursing (6232, 6233, 6239)",5310,"Private, For Profit",No,No,Employed-At Work
189170,193982108059287,August,FL,4375.0569,2884.61,60,43,2,NA,49,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work
189171,193982108059287,August,FL,3219.4566,432,60,40,2,NA,53,2,7,0,0,"Native, Born In US",5,Outpatient care centers (6214),3600,"Private, For Profit",No,No,Employed-At Work
189172,193992001096207,August,FL,4264.0225,480,40,39,1,NA,25,1,7,0,0,"Native, Born In US",5,Furniture and home furnishings stores (442),5610,"Private, For Profit",No,No,Employed-At Work
189173,193992001096207,August,FL,4283.1965,500,40,39,1,NA,28,2,7,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",5700,Government - State,No,No,Employed-At Work
189176,195982007019289,August,FL,3921.6663,1000,40,40,1,NA,57,1,1,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",430,Government - State,No,No,Employed-At Work
189179,202903781997482,August,FL,3663.5913,374,40,43,1,3,44,1,1,1,3,"Foreign Born, US Cit By Naturalization",5,Warehousing and storage (493),5620,"Private, For Profit",No,No,Employed-At Work
189180,202903781997482,August,FL,3656.0521,600,40,43,1,3,41,2,1,1,3,"Foreign Born, US Cit By Naturalization",5,Miscellaneous general merchandise stores (4529),150,"Private, For Profit",No,No,Employed-At Work
189181,202909211994872,August,FL,3266.4497,1250,50,43,1,NA,33,2,7,0,0,"Native, Born In US",5,4795,4760,"Private, For Profit",No,No,Employed-At Work
189184,210121000112220,August,FL,3310.3802,540,40,42,1,NA,30,2,1,1,1,"Native, Born In US",5,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",5000,"Private, Nonprofit",No,No,Employed-At Work
189185,210121000112220,August,FL,3792.0835,1384,40,43,1,NA,34,1,1,1,1,"Native, Born In US",5,Traveler accommodation (7211),20,"Private, For Profit",No,No,Employed-At Work
189186,210200077669520,August,FL,3704.5347,961,40,40,1,2,41,1,1,0,0,"Native, Born In US",5,Water transportation (483),2760,"Private, For Profit",No,Yes,Employed-At Work
189187,210200077669520,August,FL,3533.7503,1923,40,43,1,NA,40,2,1,0,0,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",1006,"Private, For Profit",No,No,Employed-At Work
189188,210209902829899,August,FL,3664.4092,480.76,30,40,1,NA,55,2,7,0,0,"Native, Born In US",5,"Other amusement, gambling, and recreation industries (713 exc. 71395)",4620,"Private, For Profit",No,No,Employed-At Work
189189,210209903091976,August,FL,3705.3617,576.92,40,45,1,NA,59,2,5,0,0,"Native, Born In US",5,"** Machinery, equipment, and supplies, merchant wholesalers (*4238)",5700,"Private, For Profit",No,No,Employed-At Work
189192,210209931506197,August,FL,5530.094,1146,43,43,2,NA,31,1,7,0,0,"Native, Born In US",5,"** Paper and paper products, merchant wholesalers (*4241)",1050,"Private, For Profit",No,No,Employed-At Work
189193,210209935147246,August,FL,3582.3112,1153,40,43,1,NA,38,2,1,1,2,"Native, Born In US",5,Insurance carriers and related activities (524),20,"Private, For Profit",No,No,Employed-At Work
189196,210209944462698,August,FL,2971.5686,1346.15,40,44,4,NA,24,1,7,0,0,"Foreign Born, Not a US Citizen",5,Computer systems design and related services (5415),1020,"Private, For Profit",No,No,Employed-At Work
189197,210209948378792,August,FL,3623.9952,1145.5,40,43,1,NA,46,1,7,0,0,"Native, Born In US",5,Miscellaneous retail stores (4539),4700,"Private, For Profit",No,No,Employed-At Work
189201,210209993263998,August,FL,3705.3617,1225,40,44,1,NA,57,2,5,0,0,"Native, Born In US",5,Libraries and archives (*51912),2440,Government - Local,Yes,NA,Employed-At Work
189202,221520120105707,August,FL,3511.9879,2884.61,40,44,1,NA,58,2,5,0,0,"Native, Born In US",5,** Construction (23),840,"Private, For Profit",No,No,Employed-At Work
189203,221755150004204,August,FL,3789.1517,1000,40,44,4,NA,34,1,1,1,2,"Foreign Born, Not a US Citizen",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work
189204,221755150004204,August,FL,4718.4519,600,40,44,4,NA,32,2,1,1,2,"Foreign Born, Not a US Citizen",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work
189205,222030996101001,August,FL,3085.5431,320,40,40,2,NA,54,2,3,0,0,"Foreign Born, Not a US Citizen",5,Individual and family services (6241),3600,"Private, For Profit",No,No,Employed-At Work
189206,241430773421001,August,FL,3586.1217,1846.15,40,43,1,NA,31,1,1,2,8,"Native, Born In US",5,"Architectural, engineering, and related services (5413)",4930,"Private, For Profit",No,No,Employed-At Work
189209,243160103001001,August,FL,3538.1019,500,40,41,1,2,28,2,7,0,0,"Native, Born in PR or US Outlying Area",5,Offices of dentists (6212),5400,"Private, For Profit",No,No,Employed-At Work
189210,243160103001001,August,FL,4357.2952,480,40,40,1,2,28,1,7,0,0,"Native, Born in PR or US Outlying Area",5,Furniture and home furnishings stores (442),5100,"Private, For Profit",No,No,Employed-At Work
189221,306104753210021,August,FL,3667.6774,500,25,39,1,NA,57,1,1,0,0,"Native, Born In US",5,** Construction (23),6200,"Private, For Profit",No,No,Employed-At Work
189222,309109520210233,August,FL,4249.4689,1096.15,45,43,2,NA,49,2,6,0,0,"Foreign Born, US Cit By Naturalization",5,Nursing care facilities (6231),5700,"Private, For Profit",No,No,Employed-At Work
189223,310004531014532,August,FL,3539.6436,520,40,39,1,NA,49,2,5,0,0,"Native, Born In US",5,"Non-depository credit and related activities (5222, 5223)",5230,"Private, For Profit",No,No,Employed-At Work
189224,310004531014532,August,FL,3855.3618,262.5,30,37,1,NA,19,2,7,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4010,"Private, For Profit",No,No,Employed-At Work
189225,310004531014532,August,FL,4014.7784,521.2,40,39,1,NA,21,2,7,0,0,"Native, Born In US",5,"Non-depository credit and related activities (5222, 5223)",5240,"Private, For Profit",No,No,Employed-At Work
189228,310009791622832,August,FL,4086.6603,673,40,40,1,NA,27,1,1,0,0,"Native, Born In US",5,Automobile dealers (4411),4760,"Private, For Profit",No,No,Employed-At Work
189232,400107743210034,August,FL,3633.6601,760,40,41,2,NA,58,2,5,0,0,"Native, Born In US",5,Nursing care facilities (6231),3255,"Private, For Profit",No,No,Employed-At Work
189236,402013601300101,August,FL,4255.8439,360,40,39,2,NA,57,1,3,0,0,"Foreign Born, Not a US Citizen",5,Services incidental to transportation (488),9130,"Private, For Profit",No,No,Employed-At Work
189237,428196249200964,August,FL,3439.5684,650,40,43,1,2,47,2,1,1,3,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4030,"Private, For Profit",No,No,Employed-At Work
189238,428196249200964,August,FL,3754.357,500,40,39,1,2,40,1,1,1,3,"Native, Born In US",5,****Department stores and discount stores (s45211),5620,"Private, For Profit",No,No,Employed-At Work
189241,472241301340107,August,FL,3586.1217,380,33,43,1,NA,30,1,7,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4110,"Private, For Profit",No,No,Employed-At Work
189242,472241301340107,August,FL,4014.7784,380,33,43,1,NA,22,2,7,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4110,"Private, For Profit",No,No,Employed-At Work
189246,472951301940103,August,FL,4090.4495,304,32,40,2,NA,27,2,7,0,0,"Native, Born In US",5,"** Groceries and related products, merchant wholesalers (*4244)",5610,"Private, For Profit",No,No,Employed-At Work
189248,500827090012199,August,FL,3799.0713,1153.84,40,44,1,NA,61,1,7,0,0,"Native, Born In US",5,Libraries and archives (*51912),2430,Government - Local,No,No,Employed-At Work
189250,503105331210044,August,FL,3708.6664,2884,40,44,1,NA,58,1,1,0,0,"Native, Born In US",5,Legal services (5411),800,"Private, For Profit",No,No,Employed-At Work
189251,503105331210044,August,FL,3551.2369,2500,40,43,1,NA,56,2,1,0,0,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",910,"Private, For Profit",No,No,Employed-At Work
189252,521933130002902,August,FL,3559.3049,1442.3,50,44,1,NA,46,1,1,2,10,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",230,"Private, Nonprofit",No,No,Employed-At Work
189254,602990501860107,August,FL,3130.0143,576,40,40,1,2,50,2,5,1,4,"Native, Born In US",5,****Department stores and discount stores (s45211),4700,"Private, For Profit",No,No,Employed-At Work
189256,610001471032352,August,FL,3677.0366,669.23,40,43,2,NA,30,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2320,Government - Local,Yes,NA,Employed-Absent
189257,610001471032352,August,FL,5241.4918,750,40,40,2,NA,30,1,7,0,0,"Native, Born In US",5,Other general government and support (92119),4250,Government - Local,No,No,Employed-At Work
189258,621007032907798,August,FL,3782.3902,346.15,40,32,1,4,64,1,1,0,0,"Foreign Born, US Cit By Naturalization",5,Truck transportation (484),9620,"Private, For Profit",No,No,Employed-At Work
189262,621255180108306,August,FL,3539.6436,575,40,39,1,NA,49,2,1,0,0,"Native, Born Abroad Of US Parent(s)",5,"Administration of economic programs and space research (926, 927)",5240,Government - State,No,No,Employed-At Work
189263,622180301530103,August,FL,6125.639,1153.84,40,43,6,4,58,1,1,1,3,"Foreign Born, US Cit By Naturalization",5,Beverage manufacturing (3121),1720,"Private, For Profit",No,No,Employed-At Work
189271,641721005510262,August,FL,3551.2369,280,28,43,1,NA,57,2,7,0,0,"Native, Born In US",5,Home health care services (6216),3600,"Private, For Profit",No,No,Employed-At Work
189273,692410201400102,August,FL,3328.8552,1250,50,40,1,NA,44,1,1,0,0,"Native, Born In US",5,"Community food and housing, and emergency services (6242)",4965,"Private, For Profit",No,No,Employed-At Work
189275,692410201400102,August,FL,3969.7021,384.61,40,39,1,NA,20,1,7,0,0,"Native, Born In US",5,"Auto parts, accessories, and tire stores (4413)",7610,"Private, For Profit",No,No,Employed-At Work
189276,692410201400102,August,FL,4068.7732,480.76,43,40,1,NA,21,2,7,0,0,"Native, Born In US",5,Hospitals (622),3500,"Private, Nonprofit",No,No,Employed-At Work
189279,720106970200256,August,FL,3427.2357,800,40,40,1,NA,41,1,1,2,10,"Native, Born In US",5,Office supplies and stationery stores (45321),9130,"Private, For Profit",No,No,Employed-At Work
